Timestamp,1.1. Coder Initials,1.2. Article DOI,1.3. Is there a statement in the article that there was a pilot study conducted?,"1.3.1. If there is no pilot study reported in the article, what did the keyword ""pilot"", ""preliminary study"" or ""feasibility study"" refer to? ","1.3.2. If the pilot is reported in a separate paper, what is the reference to the paper provided in the article?",2.1.  Is the article a Registered Report? ,"2.2.  According to what is stated in the article, were the reported study(ies) preregistered? ",2.3. How many studies does the article report? ,2.4. What type of study(ies) are being reported?,"2.4.1. If the article reports empirical data, what type of empirical data study is being reported?",3.1 How does the article state that there was a pilot study conducted? ,3.2  How is the pilot study referred to in the article? ,3.3  Does the article state how many pilots have been conducted? ,"3.3.1 If there is a statement about the number of pilots conducted, what is the number of pilots?",3.4. Does the article state the purpose of the pilot(s) that have been conducted? ,"3.4.1  If there is a statement about the purpose of the pilot(s), what is the statement? ",3.5 Does the article state the stopping rule: the decision behind finalizing piloting?  ,"3.5.1 If the article states the stopping rule, what is the statement?  ","3.5.2. If the article states the stopping rule, is it possible to categorize this rule into one or more of the categories below? ",3.6. Does the article state how the overall procedure for the pilot(s) was decided upon? ,"3.6.1 If the article states how the overall procedure for the pilot(s) was decided upon, what is the statement?",3.7. Does the article state the sample size(s) of the pilot(s) that have been conducted? ,"3.7.1 If the article states the sample size(s) of the pilot(s), what is the statement?","3.7.2 If the article states the pilot(s) sample size(s), does it state the justification of the sample size(s)? ",3.8 Does the article state the recruitment method for the sample in the pilot studies?  ,"3.8.1 If the article states the recruitment method for the sample in the pilot studies, what is the statement?  ",3.9  Is there a statement on how similar or different the pilot(s) were from the main study(ies)? ,"3.9.1  If there is a statement on how similar or different the pilot(s) were from the main study(ies), what is the statement?",4.1  Does the article state whether or not data from the pilot(s) are available? ,"4.1.1 If pilot data are available, how does the statement indicate that the data are available?","4.1.2 If pilot data are available, can you access, download, and open the data files without an additional step such as a sign-up or a login? ",5.1. Does the article state whether or not pilot analysis scripts are available? ,"5.1.1 If pilot analyses are available, how does the statement indicate that they are available? ","5.1.2. If pilot analyses are available, can you access, download, and open the pilot analysis scripts without an additional step such as a sign-up or a login?",6.1.  Does the article state whether or not pilot materials/methods are available? ,"6.1.1 If pilot materials/methods are available, how does the statement indicate that they are available? ","6.1.2. If pilot materials/methods are available, can you access, download, and open the files without an additional step such as a sign-up or a login? ",7.1.  Does the article report results or outcomes from the analysis of the pilot study data? ,"7.1.1. If pilot results or outcomes are reported, what are the reported results?","7.1.2. Does the article state that the data or results from the pilot were combined with the final, main study results? ",7.1.3. Does the article state whether or how the pilot study results affected the main study? ,Any other details,8.1. Does the article include a funding statement? ,"8.1.1 If the article include a funding statement, what is the statement?",8.2. Does the article include a statement indicating whether there were any conflicts of interest (COI)?,"8.2.1. If there is a conflict of interest statement, what is the statement?",Is the pilot reporting in this article an example of “best practice” that could be used to guide others?,"9.1. Do you have any feedback on the form, instructions or general coding procedure?",9.2. How much time did it take you to code this article?
3/10/2026 10:39:38,IDP,10.1002/cpp.2908,"No, there is no statement that a pilot study was conducted","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), ""preliminary"" reflects the authors' methodological caution (e.g., non-randomized design, small sample sizes, and absence of a control group and follow-up)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 minutes
3/10/2026 10:47:39,IDP,10.1080/23279095.2023.2262659,Other: The whole article is a pilot study report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 minutes
3/10/2026 10:53:22,IDP,10.1177/00220426231155664,"No, there is no statement that a pilot study was conducted","""preliminary"" as partial starting point",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 minutes
3/10/2026 11:51:23,IDP,10.3758/s13414-023-02743-z,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, the article states that there is no preregistration",1,Empirical study(ies),Experimental study,"For the first scan an a priori range of interest was based on previous literature and a small pilot, and is detailed below for each task.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"For the first scan an a priori range of interest was based on previous literature and a small pilot, and is detailed below for each task.",No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","For the first scan an a priori range of interest was based on previous literature and a small pilot, and is detailed below for each task.",Pilot only informed a technical initialization parameter. No further statement is made about how pilot results affected the main study.,"Yes, and the statement provides funding information.",Open access funding provided by Northeastern University Library This work was funded by National Institutes of Health (NIH) National Institute on Deafness and Other Communication Disorders (NIDCD) Grant No. R01 DC 015051. Equipment and engineering support were provided by the University of California Riverside Brain Game Center. The first author was partially funded by CONACYT and UC Mexus.,"Yes, the statement says that there is no conflict of interest",The authors have no conflicts of interest to declare.,No,"It could happen that the keyword search in the full text via Zotero Desktop returned no results, despite the article containing an explicit statement about that keyword. This failure could occur because the term is hyphenated across a line break. We should be aware that line-break hyphenation can cause keyword searches to miss relevant terms.",30 minutes
3/10/2026 12:53:59,IDP,10.1177/08862605231176799,"The term 'piloted' appears in the main text but refers exclusively to the pretesting of survey instruments (""demonstrating high validity and understanding""), not to a pilot study of the intervention.","Keyword(s) in the references (e.g. ""J. Wild, A. Hackmann, D.M. Clark. Rescripting early memories linked to negative images in social phobia: A pilot study.""), ""Surveys were pretested and piloted prior to both baseline and endline data collection, demonstrating high validity and understanding.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 minutes
3/10/2026 12:58:29,IDP,10.1002/cpp.2879,Other: The authors refer to a separate paper that is a pilot study report,,"Neacsiu, A. D., Eberle, J. W., Kramer, R., Wiesmann, T., & Linehan, M. M. (2014). Dialectical behavior therapy skills for transdiagnostic emotion dysregulation: A pilot randomized controlled trial. Behaviour Research and Therapy, 59, 40–51. https://doi.org/10.1016/j.brat.2014.05.005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 minutes
3/10/2026 13:01:00,IDP,10.1177/17446295231213436,Other: The whole article is a pilot study report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute
3/10/2026 13:04:23,IDP,10.1007/s12671-023-02202-8,Other: The authors refer to a separate paper that contains a pilot study report/mention,,"Germer, C., & Neff, K. (2019). Mindful self-compassion (MSC). In I. Itvzan (Ed.), The handbook of mindfulness-based programs: Every established intervention, from medicine to education (pp. 357–367). Routledge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 minute
3/10/2026 13:22:30,IDP,10.1080/10447318.2023.2276529,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",2,Empirical study(ies),Experimental study,"In our pilot study, we tested several types of multiword  RSVP, including 1, 3, 5, and 7 words. ;; The selection of the number of seconds was based on our pilot testing and the research conducted by Rzayev et al. (2018).","“Pilot*” (study, experiment, test or similar; piloting; piloted)",No,,Yes,"In our pilot study, we tested several types of multiword  RSVP, including 1, 3, 5, and 7 words.",No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"Among these options, the five-word RSVP provided us with the best experience when reading our testing article written in traditional Chinese.","No, there is no statement about combining pilot data or results with the main study sample.",The selection of the number of seconds was based on our pilot testing and the research conducted by Rzayev et al. (2018).,,"Yes, and the statement provides funding information.","This research was supported in part by the National Science and Technology Council (contracts MOST110-2221-E-155-042-MY3), Taiwan.","Yes, the statement says that there is no conflict of interest",No potential conflict of interest was reported by the author(s).,No,,15 minutes
3/10/2026 13:38:25,IDP,10.1080/0092623x.2023.2226130,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",3,Empirical study(ies),Quantitative observational study,"The preliminary version was achieved, and a pilot study was conducted with a group of five men and five women to identify any possible concern with the items, and to clarify the instructions to complete the scale. The group completed the instrument and answered a specific question to display any comment or suggestion for improving the instructions and the overall scale. ;; As the results of the pilot study raised no major concerns and no substantial modifications were suggested by the participants, a final version was accomplished, and no further changes were made to the Portuguese (European) version of the TSMQ.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,"The preliminary version was achieved, and a pilot study was conducted with a group of five men and five women to identify any possible concern with the items, and to clarify the instructions to complete the scale.",No,,,No,,Yes,"The preliminary version was achieved, and a pilot study was conducted with a group of five men and five women to identify any possible concern with the items, and to clarify the instructions to complete the scale.",,No,,Yes,"As the results of the pilot study raised no major concerns and no substantial modifications were suggested by the participants, a final version was accomplished, and no further changes were made to the Portuguese (European) version of the TSMQ.",No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,Yes,"As the results of the pilot study raised no major concerns and no substantial modifications were suggested by the participants, a final version was accomplished, and no further changes were made to the Portuguese (European) version of the TSMQ.","No, there is no statement about combining pilot data or results with the main study sample.","As the results of the pilot study raised no major concerns and no substantial modifications were suggested by the participants, a final version was accomplished, and no further changes were made to the Portuguese (European) version of the TSMQ.",,"Yes, and the statement provides funding information.",Joana Carvalho was working under the frame of NORTE-01-0145-FEDER-000057.,"Yes, the statement says that there are one or more conflicts of interest",The authors have no conflicts of interest to declare that are relevant to the content of this article.,No,,20 minutes
3/10/2026 14:17:40,IDP,10.1017/gmh.2023.71,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"No, there is no statement about preregistration",1,Empirical study(ies),Quantitative observational study,"Before the survey was available to the large sample, a pilot study was pretested in a small sample of about 300 participants including doctors, nurses, psychologists, psychotherapists and pharmacists. ;; Changes were made based on the feedback to ensure that the questionnaire was easy to understand and complete.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,One pilot study reported in the article (single study),Yes,Changes were made based on the feedback to ensure that the questionnaire was easy to understand and complete.,No,,,No,,Yes,"Before the survey was available to the large sample, a pilot study was pretested in a small sample of about 300 participants including doctors, nurses, psychologists, psychotherapists and pharmacists.",,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.",Changes were made based on the feedback to ensure that the questionnaire was easy to understand and complete.,,"Yes, and the statement provides funding information.",This work was supported by the National Clinical Key Specialty Project Foundation (CN) (no grant number) and Beijing Medical and Health Foundation (grant number MH180924).,"Yes, the statement says that there is no conflict of interest",The authors declare none.,No,,15 minutes
3/10/2026 14:46:13,IDP,10.1037/xge0001439,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,No,"Yes, the article states that there is a preregistration",4,Empirical study(ies),Experimental study,"Sample sizes were determined by power analysis (99% power, significance level = 0.05) based on pilot data for each experiment, with the exception that Experiment 3b used the same number of participants to match 3a.","“Pilot*” (study, experiment, test or similar; piloting; piloted)",Yes,Multiple pilot studies per each main study reported,No,,No,,,No,,No,,,No,,No,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No (GO TO NEXT SECTION),,,No,,"No, there is no statement about combining pilot data or results with the main study sample.","Sample sizes were determined by power analysis (99% power, significance level = 0.05) based on pilot data for each experiment, with the exception that Experiment 3b used the same number of participants to match 3a.",,Only the ‘Funding acquisition’ role is indicated in the CRediT taxonomy., Tomer D. Ullman served as lead for funding acquisition and supervision and contributed equally to writing–review and editing. ;; Kevin A. Smith and Samuel J. Gershman contributed equally to funding acquisition and supervision.,"Yes, the statement says that there is no conflict of interest",We have no conflicts of interest to disclose.,No,,20 minutes
3/11/2026 16:58:54,ILP,10.1080/08995605.2023.2188046,Other: The whole article is a pilot study report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
3/11/2026 17:41:48,ILP,10.1111/jopy.12890,"Yes, the article states that there was a pilot study and the pilot is reported in main text",,,Yes,"Yes, the article states that there is a preregistration",1,Empirical study(ies),Experimental study,"F I G U R E 1 Experimental procedure and planned instruments. Aspects labeled New are added to Hosker-Field et al.'s (2016) study
design for improvement. Aspects labeled Revised were retained but optimized in relation to the study design of Hosker-Field et al. (2016).
Aspects labeled Prestudy were additionally examined through pilot studies. ;;The section Pilot
Data provides further details on clip selection, prepara-
tion, and content.;;2.3
|
2.3.1
Pilot data
|
Selection of experimental stimuli
To identify the best fitting movie clips for the categories
fear, excitement, and neutral, two preliminary studies were
conducted. Participants (N 1 = 30; N 2 = 31) were asked to rate
several film clips (i.e., jet-skiing, alpine skiing, motorcy-
cling, skydiving, parachute jump, a scene from the movie
“The Blair Witch Project,” blackout in a house, a cop-cam
excerpt, a walk through a forest, street, museum, or a beach)
with respect to their valence (“please choose to which extent
you experienced the film-clips as fear-/excitement-evoking”
(two Likert-type scales ranging from 1[not at all scary/excit-
ing]—5 [very much scary/exciting]) and arousal using the
Self-Assessment Manikin (SAM; Bradley & Lang, 1994).
Film clips were in first-person perspective and were cut to
2 min length using Apple's iPhoto functions. As a first step,
three film clips rated as most fear-evoking, most excitement-
evoking, or most neutral were selected for the respective target categories. Based on average stimulus ratings, a cop-
cam excerpt (https://​www.​youtu​be.​com/​watch?v=​OvSlU​
gSKEuc [00:00–02:00]) was selected for the fear-evoking
stimulus category, as well as a scene from the Blair Witch
Project movie (https://​www.​youtu​be.​com/​watch?v=​cmYsR​
cLMvO8 [00:56–02:56]), and a scene showing a blackout
in a house (https://​www.​youtu​be.​com/​watch?v=​3RpDX​
pnAdxQ [02:10–04:10]). For the excitement-evoking cat-
egory a rollercoaster drive (https://​www.​youtu​be.​com/​
watch?v=​Nnm-​JLMGE9Q [00:20–02:20]), a skiing scene
(https://​fb.​watch/​​8Xzod​WjCcp/​​ [00:28–02:28]), and a para-
chute jump (https://​fb.​watch/​​8XzAA​6JYYh/​​ [00:29–02:29])
were selected. A forest walk (https://​www.​youtu​be.​com/​
watch?v=​478Te​Axm12g [00:27–02:27]), a city walk (https://​
www.​youtu​be.​com/​watch?v=​NyLF8​nHIquM
[00:23–
02:23]), and a walk through the Louvre museum (https://​
www.​youtu​be.​com/​watch?v=​6vuFh​6NNa70 [15:29–17:29])
were selected for the neutral affect category. The mean rat-
ings of the best-fitting clips obtained in pilot studies 1 and 2
are presented in Table 2.
Finally, we conducted a third pilot study on the stim-
ulus material that had four purposes: First, we intended
to confirm that the selected video clips would induce the
intended emotional reactions. Second, we wanted to rule
out that there might be any point at which the positive
and negative video appraisals would be so substantially
correlated that they could not be regarded as sufficiently
independent. In order to meet this concern, we calculated
bivariate correlation scores for the positive and negative
appraisal ratings per video category. Third, we intended
to examine whether the selected video clips were suitable
for research on individual differences. Even though pilot
studies 1 and 2 indicated that the selected video stimuli
produced large within-subjects effects (such that fear
videos are rated as considerably scarier than excitement
and neutral videos, for example), such stimulus-driven
test scores might have limited reliability to capture differ-
ences at the between-subjects level (i.e., interindividual
differences in the video appraisal ratings), a phenomenon
called reliability paradox (Hedge et al., 2018). Given the
large stimulus effect seen in the first two pilot studies, re-
flected by the considerable difference in valence ratings
for fear, excitement, and neutral videos, the reliability par-
adox might apply to our data. To address this concern, we
examined the utility of our main outcome variables, that
is, the positive and negative appraisal ratings of fear vid-
eos, to provide a reliable individual differences measure of
the subjective fear experience. Hereby, the utility of a task
score for individual differences research can be derived
from the association between the task score and measures
of individual differences, such as personality trait vari-
ables. Thus, the third and central aim of pilot study 3 was
to assess correlational relationships between the appraisal
ratings of the fear videos, which were the main focus of
our a-priori hypotheses, and personality traits of inter-
est (i.e., fear enjoyment tendencies, F1 traits, Boldness).
The fourth aim of pilot study 3 concerned the potential
impact of the affective state (which shall be included as
a covariate in our main study) on the outcome measures
and major trait variables. In pilot study 3, the film clips chosen based on the two
preceding pilot studies were presented to N = 238 partici-
pants (M age = 31.26 years, 79% female, 20.6% male, 0.4% non-
binary). Participants were recruited via the FernUniversität
in Hagen Virtual Lab and were asked to rate the film clips
with respect to their valence (“Please choose to which extent
you experienced the film-clip as fear-/excitement-evoking”
(i.e., two Likert-type scales ranging from 1[not at all scary/
exciting]—5 [very much scary/exciting])). In addition, partic-
ipants' emotional responses to each video were measured by
means of positive (excitement-related) and negative (fear-re-
lated) adjective ratings. These ratings were averaged per sub-
ject to provide the positive and negative appraisal ratings,
which represent the central outcomes in our main study.
Moreover, participants were asked to complete a set of ques-
tionnaires that we intended to administer in the main study,
including the FEQ, SRP 4, and PANAS.
Mean valence ratings for the film clips are presented
in Table 3.
The videos differed significantly in terms of valence
(scariness: F[6,1418] = 175.14, p < 0.001, partial η 2 = 0.426,
Wilk's Λ = 0.330; excitement: F[6,1418] = 67.14, p < 0.001,
partial η 2 = 0.221, Wilk's Λ = 0.606), confirming the large
and consistent within-subjects effect of video type on the
video valence ratings. The positive and negative video
appraisals per video category were not substantially cor-
related (r mean = −0.02).
In order to examine the utility of positive/negative ap-
praisal ratings of the fear video as measures of individual
differences in fear experiences, we conducted correla-
tion analyses between the FEQ score, the F1 score, andappraisal ratings of the three fear video clips presented.
Appraisal ratings were deemed suitable for individual dif-
ferences research when they showed consistent moder-
ate associations with the aforementioned trait measures.
The FEQ correlated considerably with negative appraisal
ratings of all fear videos (−0.49 < r < −0.39, p < 0.001).
The FEQ, however, was associated with positive ap-
praisal ratings only for fear video 1 (cop-cam; r = 0.33,
p < 0.001) and, to a lesser extent, fear video 3 (blackout,
r = 0.18, p < 0.05). Similarly, F1 was considerably related
to negative appraisals of all fear videos (−0.36 < r < −0.24,
p < 0.001) but with positive appraisals only for fear vid-
eos 1 (r = 0.22, p = 0.01) and 3 (r = 0.19, p < 0.05). Thus,
appraisal ratings of fear video 2 (The Blair Witch Project)
did not meet the criteria to be considered a robust mea-
sure of individual differences in stimulus-driven fear re-
sponses. Consequently, we removed fear video 2 from our
final stimulus set. To harmonize the number of videos per
category we adjusted the number of videos for the excite-
ment and neutral conditions accordingly. Therefore, the
final set of video clips for our main study consisted of two
clips per video type, with significant and large differences
in valence ratings between the respective categories (video
type effect on scariness: F[4,1420] = 189.03, p < 0.001, par-
tial η 2 = 0.347, Wilk's Λ = 0.426; video type effect on excite-
ment: F[4,1420] = 79.48, p < 0.001, partial η 2 = 0.183, Wilk's
Λ = 0.668).
Finally, we explored the covariation between state af-
fect and psychopathic traits as well as the video ratings.
Our explorative analyses revealed no significant relation-
ships between state affect (mean PANAS positive and negative affect scores) and F1 traits (PANAS positive: r =
−0.08; PANAS negative: r = 0.09, both p > 0.10) or Boldness
(PANAS positive: r = 0.00; PANAS negative: r = −0.09,
both p > 0.10). Overall, positive and negative PANAS
scores were unrelated to positive and negative video ap-
praisal ratings (−0.07 < r < 0.18, all p > 0.05), except for a
moderate association between PANAS positive and posi-
tive appraisals of neutral video 1 (r = 0.31, p < 0.001) and
between PANAS negative and negative appraisals of ex-
citement video 3 (r = 0.24, p = 0.01).
2.3.2
|
Examination of the FEQ
Due to its novelty, especially within German-speaking
samples, we conducted a pilot study to test and validate
our German adaptation of the FEQ. Four independent
researchers translated the FEQ forward and backward
(please see Table 5 for the translated FEQ items). One hun-
dred and ninety-five individuals (81.03% females, 17.95%
males, 1.02% nonbinary) participated in an online study.
In this brief survey, participants completed the FEQ, the
HEXACO-PI-R-100 (Ashton & Lee, 2016), and additional
questionnaires evaluating sensation seeking (AISS [Arnett
Inventory of Sensation Seeking], Arnett, 1994; NEO-PI-R
subscale excitement seeking, McCrae & Costa, 2004; NISS,
Roth et al., 2014) and risk-taking tendencies (ASSIST
[Alcohol, Smoking, and Substance Involvement Screening
Test—F1, F3-F7], Schütz et al., 2005; DBQ [Driver
Behavior Questionnaire] brief version, Reason et al., 1990;
R-1, Beierlein et al., 2014). The internal consistency of the
German version of the FEQ was high (α = 0.85). FEQ scores
were predicted by general personality traits, specifically
HEXACO Emotionality (β = −0.480, SE = 0.070, p < 0.001,
95% KI [−0.619, −0.342]), especially the facet Fearfulness
(β = −0.540, SE = 0.068, p < 0.001, 95% CI [−0.675, −0.404]), but not the facet Anxiety (β = 0.057, SE = 0.065,
p = 0.380, 95% CI [−0.071, 0.186]). Furthermore, the
NISS-subscale Need for Stimulation (β = 0.209, SE = 0.060,
p < 0.001, 95% CI [−0.090, −0.327]) predicted FEQ scores
significantly. For descriptive statistics and correlations
between the FEQ, HEXACO-subscales and NISS-subscale
Need for Stimulation scores please see Table 4.
Exploratory factor analysis (principal component
analysis with Promax rotation) indicated a two-factorial
solution explaining 48.69% of the total variance (Factor 1:
40.3%, Factor 2: 8.4%). Factor 1 items describe subjective
fear enjoyment components directly (e.g., “It's fun to be
scared”), whereas Factor 2 items describe components
of fearlessness (e.g., “Among my friends, I'm the fearless
one”). For an overview of rotated factor loadings, please
see Table 5.
The internal consistency of subscales 1 (α = 0.77) and
2 (α = 0.81) was acceptable to high. The intercorrelation
between subscales 1 and 2 was r = 0.60 (p < 0.001). The
inter-correlation for subscale 1 and global FEQ-scale was
r = 0.92 (p < 0.001), and for subscale 2 r = 0.87 (p < 0.001).
The results highlight the appropriateness of the FEQ for
assessing the construct of fear enjoyment.
Relevant data and analysis scripts of the pilot studies
described above and in contexts of main study data ana-
lyzing have been uploaded to an online repository (https://​
osf.​io/​h49gn/​​). ;;First, by
using the data set from pilot study 3 in an exemplary way
a model was fitted with lme4 as described above.;;The prestudies, the main study, and the analysis plan
were preregistered: https://​aspre​dicted.​org/​VK2_​Q9G.","“Pilot*” (study, experiment, test or similar; piloting; piloted), “Preliminary” (study, experiment, test or similar), ""prestudy""",Yes,Multiple pilot studies per each main study reported,Yes,"To identify the best fitting movie clips for the categories
fear, excitement, and neutral, two preliminary studies were
conducted.;;Finally, we conducted a third pilot study on the stim-
ulus material that had four purposes: First, we intended
to confirm that the selected video clips would induce the
intended emotional reactions. Second, we wanted to rule
out that there might be any point at which the positive
and negative video appraisals would be so substantially
correlated that they could not be regarded as sufficiently
independent. In order to meet this concern, we calculated
bivariate correlation scores for the positive and negative
appraisal ratings per video category. Third, we intendedto examine whether the selected video clips were suitable
for research on individual differences. Even though pilot
studies 1 and 2 indicated that the selected video stimuli
produced large within-subjects effects (such that fear
videos are rated as considerably scarier than excitement
and neutral videos, for example), such stimulus-driven
test scores might have limited reliability to capture differ-
ences at the between-subjects level (i.e., interindividual
differences in the video appraisal ratings), a phenomenon
called reliability paradox (Hedge et al., 2018). Given the
large stimulus effect seen in the first two pilot studies, re-
flected by the considerable difference in valence ratings
for fear, excitement, and neutral videos, the reliability par-
adox might apply to our data. To address this concern, we
examined the utility of our main outcome variables, that
is, the positive and negative appraisal ratings of fear vid-
eos, to provide a reliable individual differences measure of
the subjective fear experience. Hereby, the utility of a task
score for individual differences research can be derived
from the association between the task score and measures
of individual differences, such as personality trait vari-
ables. Thus, the third and central aim of pilot study 3 was
to assess correlational relationships between the appraisal
ratings of the fear videos, which were the main focus of
our a-priori hypotheses, and personality traits of inter-
est (i.e., fear enjoyment tendencies, F1 traits, Boldness).
The fourth aim of pilot study 3 concerned the potential
impact of the affective state (which shall be included as
a covariate in our main study) on the outcome measures
and major trait variables.;;Due to its novelty, especially within German-speaking
samples, we conducted a pilot study to test and validate
our German adaptation of the FEQ.",No,,,No,,Yes,"Participants (N 1 = 30; N 2 = 31) were asked to rate
several film clips (i.e., jet-skiing, alpine skiing, motorcy-
cling, skydiving, parachute jump, a scene from the movie
“The Blair Witch Project,” blackout in a house, a cop-cam
excerpt, a walk through a forest, street, museum, or a beach)
with respect to their valence (“please choose to which extent
you experienced the film-clips as fear-/excitement-evoking”
(two Likert-type scales ranging from 1[not at all scary/excit-
ing]—5 [very much scary/exciting]) and arousal using the
Self-Assessment Manikin (SAM; Bradley & Lang, 1994).;;In pilot study 3, the film clips chosen based on the two
preceding pilot studies were presented to N = 238 partici-
pants (M age = 31.26 years, 79% female, 20.6% male, 0.4% non-
binary).;;One hun-
dred and ninety-five individuals (81.03% females, 17.95%
males, 1.02% nonbinary) participated in an online study.",no,Yes,"Participants were recruited via the FernUniversität
in Hagen Virtual Lab and were asked to rate the film clips
with respect to their valence (“Please choose to which extent
you experienced the film-clip as fear-/excitement-evoking”
(i.e., two Likert-type scales ranging from 1[not at all scary/
exciting]—5 [very much scary/exciting])). In addition, partic-
ipants' emotional responses to each video were measured by
means of positive (excitement-related) and negative (fear-re-
lated) adjective ratings.;;",No,,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",Yes,Yes,"The mean rat-
ings of the best-fitting clips obtained in pilot studies 1 and 2
are presented in Table 2.;;The mean ratings of fear,
excitement, and arousal for the best fitting
film clips on a five−/resp. nine-point
Likert-type scale across pilot studies 1
(N 1 = 30) and 2 (N 2 = 31).;;Mean valence ratings for the film clips are presented
in Table 3.;;T A B L E 3 Descriptive statistics of fear
and excitement ratings for all three film
clips, provided on a five-point Likert-type
scale, and their bivariate correlations with
F1 psychopathy traits (pilot study 3, N =
238).;;The internal consistency of the
German version of the FEQ was high (α = 0.85). FEQ scores
were predicted by general personality traits, specifically
HEXACO Emotionality (β = −0.480, SE = 0.070, p < 0.001,
95% KI [−0.619, −0.342]), especially the facet Fearfulness
(β = −0.540, SE = 0.068, p < 0.001, 95% CI [−0.675,−0.404]), but not the facet Anxiety (β = 0.057, SE = 0.065,
p = 0.380, 95% CI [−0.071, 0.186]). Furthermore, the
NISS-subscale Need for Stimulation (β = 0.209, SE = 0.060,
p < 0.001, 95% CI [−0.090, −0.327]) predicted FEQ scores
significantly. For descriptive statistics and correlations
between the FEQ, HEXACO-subscales and NISS-subscale
Need for Stimulation scores please see Table 4.
Exploratory factor analysis (principal component
analysis with Promax rotation) indicated a two-factorial
solution explaining 48.69% of the total variance (Factor 1:
40.3%, Factor 2: 8.4%). Factor 1 items describe subjective
fear enjoyment components directly (e.g., “It's fun to be
scared”), whereas Factor 2 items describe components
of fearlessness (e.g., “Among my friends, I'm the fearless
one”). For an overview of rotated factor loadings, please
see Table 5.
The internal consistency of subscales 1 (α = 0.77) and
2 (α = 0.81) was acceptable to high. The intercorrelation
between subscales 1 and 2 was r = 0.60 (p < 0.001). The
inter-correlation for subscale 1 and global FEQ-scale was
r = 0.92 (p < 0.001), and for subscale 2 r = 0.87 (p < 0.001).
The results highlight the appropriateness of the FEQ for
assessing the construct of fear enjoyment.;;","No, there is no statement about combining pilot data or results with the main study sample.","The direct assessment of the clip-induced emotional expe-
rience (i.e., the average excitement and scariness ratings
of each video) was used for manipulation checks (i.e., in
order to assess whether the clips did evoke the intended
emotions).",,"Yes, and the statements says that there is no funding.",No funding to declare.,"Yes, the statement says that there are one or more conflicts of interest","Andreas Mokros is first author of the German version of
the Hare Psychopathy Checklist-Revised (PCL-R) and re-
ceives royalties from its sale. The other authors indicate
that there is no conflict of interest that could be perceived
as prejudicing the impartiality of the research reported.",No,,36 minutes
3/19/2026 11:01:51,ILP,10.1080/03069885.2023.2217336,"No, there is no statement that a pilot study was conducted","""study 1"" is referred to as a ""preliminary study"" twice but otherwise treated as a main study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 min
